,Torneo,jornadaCompleta,jornadaNumero,fechaPartido,diaFechaPartido,mesFechaPartido,anoFechaPartido,equipoLocal,equipoLocalResultado,equipoVisitante,equipoVisitanteResultado,resultado
889,Liga Profesional Argentina 2019,Jornada 5,5,18 Sep 18,18,Sep,18,Rosario Central,0,Defensa y Justicia,1,0-1
890,Liga Profesional Argentina 2019,Jornada 5,5,15 Sep 18,15,Sep,18,Atl.Tucumán,3,Tigre,0,3-0
891,Liga Profesional Argentina 2019,Jornada 5,5,17 Sep 18,17,Sep,18,Godoy Cruz,1,San Lorenzo,0,1-0
892,Liga Profesional Argentina 2019,Jornada 5,5,16 Sep 18,16,Sep,18,Unión Santa Fe,2,Talleres Córdoba,1,2-1
893,Liga Profesional Argentina 2019,Jornada 6,6,23 Sep 18,23,Sep,18,Boca Juniors,0,River Plate,2,0-2
894,Liga Profesional Argentina 2019,Jornada 6,6,24 Sep 18,24,Sep,18,Aldosivi,2,Belgrano,0,2-0
895,Liga Profesional Argentina 2019,Jornada 6,6,23 Sep 18,23,Sep,18,Gimnasia La Plata,1,Rosario Central,1,1-1
896,Liga Profesional Argentina 2019,Jornada 6,6,18 Nov 18,18,Nov,18,Defensa y Justicia,1,Estudiantes La Plata,1,1-1
897,Liga Profesional Argentina 2019,Jornada 6,6,22 Sep 18,22,Sep,18,Colón,3,Godoy Cruz,1,3-1
898,Liga Profesional Argentina 2019,Jornada 6,6,22 Sep 18,22,Sep,18,Talleres Córdoba,1,Vélez Sarsfield,1,1-1
899,Liga Profesional Argentina 2019,Jornada 6,6,22 Sep 18,22,Sep,18,San Lorenzo,3,Patronato,2,3-2
900,Liga Profesional Argentina 2019,Jornada 6,6,25 Sep 18,25,Sep,18,Racing Club,1,Unión Santa Fe,0,1-0
901,Liga Profesional Argentina 2019,Jornada 6,6,23 Sep 18,23,Sep,18,Banfield,1,Independiente,1,1-1
902,Liga Profesional Argentina 2019,Jornada 6,6,23 Sep 18,23,Sep,18,Tigre,0,CA Huracán,2,0-2
903,Liga Profesional Argentina 2019,Jornada 6,6,23 Sep 18,23,Sep,18,San Martín Tucumán,0,Argentinos Juniors,0,0-0
904,Liga Profesional Argentina 2019,Jornada 6,6,23 Sep 18,23,Sep,18,San Martín San Juan,1,Atl.Tucumán,3,1-3
905,Liga Profesional Argentina 2019,Jornada 6,6,22 Sep 18,22,Sep,18,Newell's Old Boys,2,Lanús,0,2-0
906,Liga Profesional Argentina 2019,Jornada 7,7,01 Oct 18,01,Oct,18,Boca Juniors,3,Colón,1,3-1
907,Liga Profesional Argentina 2019,Jornada 7,7,30 Sep 18,30,Sep,18,Argentinos Juniors,0,Racing Club,2,0-2
908,Liga Profesional Argentina 2019,Jornada 7,7,25 Oct 18,25,Oct,18,Estudiantes La Plata,1,Newell's Old Boys,0,1-0
909,Liga Profesional Argentina 2019,Jornada 7,7,02 Oct 18,02,Oct,18,Vélez Sarsfield,2,Aldosivi,0,2-0
910,Liga Profesional Argentina 2019,Jornada 7,7,30 Sep 18,30,Sep,18,Patronato,2,Talleres Córdoba,1,2-1
911,Liga Profesional Argentina 2019,Jornada 7,7,30 Sep 18,30,Sep,18,Belgrano,0,CA Huracán,1,0-1
912,Liga Profesional Argentina 2019,Jornada 7,7,18 Nov 18,18,Nov,18,San Lorenzo,0,Atl.Tucumán,2,0-2
913,Liga Profesional Argentina 2019,Jornada 7,7,28 Sep 18,28,Sep,18,Independiente,0,Tigre,0,0-0
914,Liga Profesional Argentina 2019,Jornada 7,7,29 Sep 18,29,Sep,18,Lanús,1,River Plate,5,1-5
915,Liga Profesional Argentina 2019,Jornada 7,7,28 Nov 18,28,Nov,18,Rosario Central,1,San Martín San Juan,0,1-0
916,Liga Profesional Argentina 2019,Jornada 7,7,02 Oct 18,02,Oct,18,San Martín Tucumán,1,Banfield,1,1-1
917,Liga Profesional Argentina 2019,Jornada 7,7,02 Oct 18,02,Oct,18,Godoy Cruz,0,Defensa y Justicia,1,0-1
918,Liga Profesional Argentina 2019,Jornada 7,7,30 Sep 18,30,Sep,18,Unión Santa Fe,1,Gimnasia La Plata,0,1-0
919,Liga Profesional Argentina 2019,Jornada 8,8,20 Ene 19,20,Ene,19,River Plate,0,Defensa y Justicia,1,0-1
920,Liga Profesional Argentina 2019,Jornada 8,8,06 Oct 18,06,Oct,18,Aldosivi,2,San Martín Tucumán,0,2-0
921,Liga Profesional Argentina 2019,Jornada 8,8,06 Oct 18,06,Oct,18,Gimnasia La Plata,1,Godoy Cruz,0,1-0
922,Liga Profesional Argentina 2019,Jornada 8,8,09 Oct 18,09,Oct,18,Tigre,1,Estudiantes La Plata,0,1-0
923,Liga Profesional Argentina 2019,Jornada 8,8,07 Oct 18,07,Oct,18,Patronato,1,Independiente,2,1-2
924,Liga Profesional Argentina 2019,Jornada 8,8,07 Oct 18,07,Oct,18,Talleres Córdoba,3,Belgrano,0,3-0
925,Liga Profesional Argentina 2019,Jornada 8,8,14 Dic 18,14,Dic,18,CA Huracán,0,Argentinos Juniors,0,0-0
926,Liga Profesional Argentina 2019,Jornada 8,8,08 Oct 18,08,Oct,18,Racing Club,2,Boca Juniors,2,2-2
927,Liga Profesional Argentina 2019,Jornada 8,8,07 Oct 18,07,Oct,18,Banfield,2,San Lorenzo,0,2-0
928,Liga Profesional Argentina 2019,Jornada 8,8,07 Oct 18,07,Oct,18,Rosario Central,0,Unión Santa Fe,4,0-4
929,Liga Profesional Argentina 2019,Jornada 8,8,07 Oct 18,07,Oct,18,Atl.Tucumán,0,Lanús,0,0-0
930,Liga Profesional Argentina 2019,Jornada 8,8,06 Oct 18,06,Oct,18,San Martín San Juan,3,Vélez Sarsfield,1,3-1
931,Liga Profesional Argentina 2019,Jornada 8,8,09 Oct 18,09,Oct,18,Colón,1,Newell's Old Boys,0,1-0
932,Liga Profesional Argentina 2019,Jornada 9,9,20 Oct 18,20,Oct,18,Boca Juniors,0,Rosario Central,0,0-0
933,Liga Profesional Argentina 2019,Jornada 9,9,21 Oct 18,21,Oct,18,Argentinos Juniors,0,Unión Santa Fe,1,0-1
934,Liga Profesional Argentina 2019,Jornada 9,9,21 Oct 18,21,Oct,18,Estudiantes La Plata,1,Atl.Tucumán,1,1-1
935,Liga Profesional Argentina 2019,Jornada 9,9,20 Oct 18,20,Oct,18,Defensa y Justicia,2,Talleres Córdoba,0,2-0
936,Liga Profesional Argentina 2019,Jornada 9,9,20 Oct 18,20,Oct,18,Colón,1,River Plate,0,1-0
937,Liga Profesional Argentina 2019,Jornada 9,9,23 Oct 18,23,Oct,18,Belgrano,1,Banfield,1,1-1
938,Liga Profesional Argentina 2019,Jornada 9,9,23 Oct 18,23,Oct,18,San Lorenzo,2,San Martín San Juan,1,2-1
939,Liga Profesional Argentina 2019,Jornada 9,9,21 Oct 18,21,Oct,18,Independiente,3,CA Huracán,1,3-1
940,Liga Profesional Argentina 2019,Jornada 9,9,20 Oct 18,20,Oct,18,Lanús,3,Patronato,1,3-1
941,Liga Profesional Argentina 2019,Jornada 9,9,20 Oct 18,20,Oct,18,Vélez Sarsfield,1,Gimnasia La Plata,0,1-0
942,Liga Profesional Argentina 2019,Jornada 9,9,22 Oct 18,22,Oct,18,San Martín Tucumán,2,Racing Club,1,2-1
943,Liga Profesional Argentina 2019,Jornada 9,9,20 Oct 18,20,Oct,18,Godoy Cruz,2,Aldosivi,0,2-0
944,Liga Profesional Argentina 2019,Jornada 9,9,21 Oct 18,21,Oct,18,Newell's Old Boys,2,Tigre,0,2-0
945,Liga Profesional Argentina 2019,Jornada 10,10,27 Oct 18,27,Oct,18,River Plate,1,Aldosivi,0,1-0
946,Liga Profesional Argentina 2019,Jornada 10,10,28 Oct 18,28,Oct,18,Racing Club,2,San Lorenzo,1,2-1
947,Liga Profesional Argentina 2019,Jornada 10,10,28 Oct 18,28,Oct,18,Banfield,0,Estudiantes La Plata,2,0-2
948,Liga Profesional Argentina 2019,Jornada 10,10,28 Oct 18,28,Oct,18,Vélez Sarsfield,1,Belgrano,0,1-0
949,Liga Profesional Argentina 2019,Jornada 10,10,28 Oct 18,28,Oct,18,Patronato,2,Rosario Central,1,2-1
950,Liga Profesional Argentina 2019,Jornada 10,10,28 Oct 18,28,Oct,18,Talleres Córdoba,0,San Martín Tucumán,0,0-0
951,Liga Profesional Argentina 2019,Jornada 10,10,27 Oct 18,27,Oct,18,CA Huracán,3,Colón,2,3-2
952,Liga Profesional Argentina 2019,Jornada 10,10,27 Oct 18,27,Oct,18,Gimnasia La Plata,2,Boca Juniors,1,2-1
953,Liga Profesional Argentina 2019,Jornada 10,10,27 Oct 18,27,Oct,18,Tigre,1,Lanús,1,1-1
954,Liga Profesional Argentina 2019,Jornada 10,10,29 Oct 18,29,Oct,18,Newell's Old Boys,2,Argentinos Juniors,0,2-0
955,Liga Profesional Argentina 2019,Jornada 10,10,29 Oct 18,29,Oct,18,Atl.Tucumán,4,Independiente,2,4-2
956,Liga Profesional Argentina 2019,Jornada 10,10,30 Oct 18,30,Oct,18,San Martín San Juan,0,Defensa y Justicia,1,0-1
957,Liga Profesional Argentina 2019,Jornada 10,10,28 Oct 18,28,Oct,18,Unión Santa Fe,0,Godoy Cruz,3,0-3
958,Liga Profesional Argentina 2019,Jornada 11,11,04 Nov 18,04,Nov,18,Boca Juniors,4,Tigre,1,4-1
959,Liga Profesional Argentina 2019,Jornada 11,11,03 Nov 18,03,Nov,18,Aldosivi,1,Banfield,4,1-4
960,Liga Profesional Argentina 2019,Jornada 11,11,04 Nov 18,04,Nov,18,Racing Club,1,Newell's Old Boys,0,1-0
961,Liga Profesional Argentina 2019,Jornada 11,11,06 Nov 18,06,Nov,18,Lanús,0,CA Huracán,1,0-1
962,Liga Profesional Argentina 2019,Jornada 11,11,03 Nov 18,03,Nov,18,Unión Santa Fe,2,Patronato,2,2-2
963,Liga Profesional Argentina 2019,Jornada 11,11,02 Nov 18,02,Nov,18,Belgrano,2,Gimnasia La Plata,0,2-0
964,Liga Profesional Argentina 2019,Jornada 11,11,04 Nov 18,04,Nov,18,San Lorenzo,0,Talleres Córdoba,1,0-1
965,Liga Profesional Argentina 2019,Jornada 11,11,04 Nov 18,04,Nov,18,Argentinos Juniors,0,Independiente,2,0-2
966,Liga Profesional Argentina 2019,Jornada 11,11,03 Nov 18,03,Nov,18,Estudiantes La Plata,1,River Plate,0,1-0
967,Liga Profesional Argentina 2019,Jornada 11,11,05 Nov 18,05,Nov,18,Defensa y Justicia,3,Vélez Sarsfield,2,3-2
968,Liga Profesional Argentina 2019,Jornada 11,11,05 Nov 18,05,Nov,18,San Martín Tucumán,2,San Martín San Juan,0,2-0
969,Liga Profesional Argentina 2019,Jornada 11,11,03 Nov 18,03,Nov,18,Godoy Cruz,1,Atl.Tucumán,0,1-0
970,Liga Profesional Argentina 2019,Jornada 11,11,04 Nov 18,04,Nov,18,Rosario Central,1,Colón,1,1-1
971,Liga Profesional Argentina 2019,Jornada 12,12,24 Ene 19,24,Ene,19,River Plate,1,Unión Santa Fe,2,1-2
972,Liga Profesional Argentina 2019,Jornada 12,12,11 Nov 18,11,Nov,18,Independiente,2,Belgrano,1,2-1
973,Liga Profesional Argentina 2019,Jornada 12,12,11 Nov 18,11,Nov,18,Banfield,0,Lanús,0,0-0
974,Liga Profesional Argentina 2019,Jornada 12,12,13 Nov 18,13,Nov,18,Vélez Sarsfield,0,San Lorenzo,0,0-0
975,Liga Profesional Argentina 2019,Jornada 12,12,13 Nov 18,13,Nov,18,Patronato,3,San Martín Tucumán,3,3-3
976,Liga Profesional Argentina 2019,Jornada 12,12,09 Nov 18,09,Nov,18,Talleres Córdoba,0,Aldosivi,0,0-0
977,Liga Profesional Argentina 2019,Jornada 12,12,12 Nov 18,12,Nov,18,CA Huracán,2,Godoy Cruz,1,2-1
978,Liga Profesional Argentina 2019,Jornada 12,12,11 Nov 18,11,Nov,18,Gimnasia La Plata,0,Racing Club,3,0-3
979,Liga Profesional Argentina 2019,Jornada 12,12,12 Nov 18,12,Nov,18,Tigre,2,Argentinos Juniors,1,2-1
980,Liga Profesional Argentina 2019,Jornada 12,12,12 Nov 18,12,Nov,18,Newell's Old Boys,0,Defensa y Justicia,0,0-0
981,Liga Profesional Argentina 2019,Jornada 12,12,10 Nov 18,10,Nov,18,Atl.Tucumán,2,Rosario Central,1,2-1
982,Liga Profesional Argentina 2019,Jornada 12,12,01 Feb 19,01,Feb,19,San Martín San Juan,0,Boca Juniors,4,0-4
983,Liga Profesional Argentina 2019,Jornada 12,12,11 Nov 18,11,Nov,18,Colón,1,Estudiantes La Plata,1,1-1
984,Liga Profesional Argentina 2019,Jornada 13,13,17 Nov 18,17,Nov,18,Boca Juniors,1,Patronato,0,1-0
985,Liga Profesional Argentina 2019,Jornada 13,13,25 Nov 18,25,Nov,18,Aldosivi,1,Newell's Old Boys,0,1-0
986,Liga Profesional Argentina 2019,Jornada 13,13,26 Nov 18,26,Nov,18,Racing Club,0,Banfield,0,0-0
987,Liga Profesional Argentina 2019,Jornada 13,13,27 Nov 18,27,Nov,18,Lanús,1,Independiente,0,1-0
988,Liga Profesional Argentina 2019,Jornada 13,13,25 Nov 18,25,Nov,18,Unión Santa Fe,0,Vélez Sarsfield,2,0-2
989,Liga Profesional Argentina 2019,Jornada 13,13,23 Nov 18,23,Nov,18,Belgrano,1,Atl.Tucumán,3,1-3
990,Liga Profesional Argentina 2019,Jornada 13,13,20 Ene 19,20,Ene,19,San Lorenzo,0,CA Huracán,0,0-0
991,Liga Profesional Argentina 2019,Jornada 13,13,24 Nov 18,24,Nov,18,Argentinos Juniors,0,Talleres Córdoba,2,0-2
992,Liga Profesional Argentina 2019,Jornada 13,13,21 Nov 18,21,Nov,18,Gimnasia La Plata,0,San Martín San Juan,2,0-2
993,Liga Profesional Argentina 2019,Jornada 13,13,26 Nov 18,26,Nov,18,Defensa y Justicia,2,Tigre,1,2-1
994,Liga Profesional Argentina 2019,Jornada 13,13,25 Nov 18,25,Nov,18,San Martín Tucumán,0,Colón,0,0-0
995,Liga Profesional Argentina 2019,Jornada 13,13,31 Ene 19,31,Ene,19,Godoy Cruz,0,River Plate,4,0-4
996,Liga Profesional Argentina 2019,Jornada 13,13,24 Nov 18,24,Nov,18,Rosario Central,2,Estudiantes La Plata,1,2-1
997,Liga Profesional Argentina 2019,Jornada 14,14,03 Dic 18,03,Dic,18,River Plate,3,Gimnasia La Plata,1,3-1
998,Liga Profesional Argentina 2019,Jornada 14,14,02 Dic 18,02,Dic,18,Aldosivi,2,San Lorenzo,2,2-2
999,Liga Profesional Argentina 2019,Jornada 14,14,01 Dic 18,01,Dic,18,Estudiantes La Plata,1,Lanús,1,1-1
1000,Liga Profesional Argentina 2019,Jornada 14,14,03 Dic 18,03,Dic,18,Tigre,1,Godoy Cruz,3,1-3
1001,Liga Profesional Argentina 2019,Jornada 14,14,30 Nov 18,30,Nov,18,Colón,1,Belgrano,1,1-1
1002,Liga Profesional Argentina 2019,Jornada 14,14,04 Dic 18,04,Dic,18,Talleres Córdoba,1,Racing Club,3,1-3
1003,Liga Profesional Argentina 2019,Jornada 14,14,04 Dic 18,04,Dic,18,CA Huracán,1,Defensa y Justicia,1,1-1
1004,Liga Profesional Argentina 2019,Jornada 14,14,02 Dic 18,02,Dic,18,Independiente,0,Boca Juniors,1,0-1
1005,Liga Profesional Argentina 2019,Jornada 14,14,02 Dic 18,02,Dic,18,Banfield,0,Argentinos Juniors,1,0-1
1006,Liga Profesional Argentina 2019,Jornada 14,14,03 Dic 18,03,Dic,18,Vélez Sarsfield,2,Rosario Central,0,2-0
1007,Liga Profesional Argentina 2019,Jornada 14,14,01 Dic 18,01,Dic,18,Atl.Tucumán,2,San Martín Tucumán,3,2-3
1008,Liga Profesional Argentina 2019,Jornada 14,14,03 Dic 18,03,Dic,18,San Martín San Juan,2,Unión Santa Fe,0,2-0
1009,Liga Profesional Argentina 2019,Jornada 14,14,01 Dic 18,01,Dic,18,Newell's Old Boys,1,Patronato,0,1-0
1010,Liga Profesional Argentina 2019,Jornada 15,15,21 Feb 19,21,Feb,19,Boca Juniors,1,Atl.Tucumán,2,1-2
1011,Liga Profesional Argentina 2019,Jornada 15,15,09 Dic 18,09,Dic,18,Argentinos Juniors,1,Aldosivi,2,1-2
1012,Liga Profesional Argentina 2019,Jornada 15,15,09 Dic 18,09,Dic,18,Gimnasia La Plata,2,CA Huracán,2,2-2
1013,Liga Profesional Argentina 2019,Jornada 15,15,08 Dic 18,08,Dic,18,Defensa y Justicia,3,Colón,0,3-0
1014,Liga Profesional Argentina 2019,Jornada 15,15,10 Dic 18,10,Dic,18,Patronato,3,Vélez Sarsfield,3,3-3
1015,Liga Profesional Argentina 2019,Jornada 15,15,11 Dic 18,11,Dic,18,Belgrano,1,Tigre,2,1-2
1016,Liga Profesional Argentina 2019,Jornada 15,15,08 Dic 18,08,Dic,18,San Lorenzo,1,Estudiantes La Plata,1,1-1
1017,Liga Profesional Argentina 2019,Jornada 15,15,10 Dic 18,10,Dic,18,Racing Club,1,San Martín San Juan,0,1-0
1018,Liga Profesional Argentina 2019,Jornada 15,15,08 Dic 18,08,Dic,18,Lanús,2,Talleres Córdoba,1,2-1
1019,Liga Profesional Argentina 2019,Jornada 15,15,15 Feb 19,15,Feb,19,Rosario Central,1,River Plate,1,1-1
1020,Liga Profesional Argentina 2019,Jornada 15,15,08 Dic 18,08,Dic,18,San Martín Tucumán,0,Newell's Old Boys,3,0-3
1021,Liga Profesional Argentina 2019,Jornada 15,15,09 Dic 18,09,Dic,18,Godoy Cruz,1,Independiente,1,1-1
1022,Liga Profesional Argentina 2019,Jornada 15,15,08 Dic 18,08,Dic,18,Unión Santa Fe,0,Banfield,1,0-1
1023,Liga Profesional Argentina 2019,Jornada 16,16,27 Ene 19,27,Ene,19,River Plate,1,Patronato,3,1-3
1024,Liga Profesional Argentina 2019,Jornada 16,16,27 Ene 19,27,Ene,19,Aldosivi,1,Racing Club,3,1-3
1025,Liga Profesional Argentina 2019,Jornada 16,16,29 Ene 19,29,Ene,19,Estudiantes La Plata,1,Vélez Sarsfield,2,1-2
1026,Liga Profesional Argentina 2019,Jornada 16,16,26 Ene 19,26,Ene,19,Defensa y Justicia,1,San Lorenzo,0,1-0
1027,Liga Profesional Argentina 2019,Jornada 16,16,28 Ene 19,28,Ene,19,Newell's Old Boys,1,Boca Juniors,1,1-1
1028,Liga Profesional Argentina 2019,Jornada 16,16,27 Ene 19,27,Ene,19,Belgrano,0,Unión Santa Fe,0,0-0
1029,Liga Profesional Argentina 2019,Jornada 16,16,26 Ene 19,26,Ene,19,CA Huracán,2,Rosario Central,1,2-1
1030,Liga Profesional Argentina 2019,Jornada 16,16,27 Ene 19,27,Ene,19,Independiente,1,Talleres Córdoba,1,1-1
1031,Liga Profesional Argentina 2019,Jornada 16,16,25 Ene 19,25,Ene,19,Banfield,1,San Martín San Juan,1,1-1
1032,Liga Profesional Argentina 2019,Jornada 16,16,26 Ene 19,26,Ene,19,Tigre,2,San Martín Tucumán,2,2-2
1033,Liga Profesional Argentina 2019,Jornada 16,16,28 Ene 19,28,Ene,19,Colón,2,Argentinos Juniors,0,2-0
1034,Liga Profesional Argentina 2019,Jornada 16,16,25 Ene 19,25,Ene,19,Godoy Cruz,0,Lanús,2,0-2
1035,Liga Profesional Argentina 2019,Jornada 16,16,26 Ene 19,26,Ene,19,Atl.Tucumán,4,Gimnasia La Plata,1,4-1
1036,Liga Profesional Argentina 2019,Jornada 17,17,03 Feb 19,03,Feb,19,Boca Juniors,2,Godoy Cruz,0,2-0
1037,Liga Profesional Argentina 2019,Jornada 17,17,02 Feb 19,02,Feb,19,Argentinos Juniors,0,Belgrano,0,0-0
1038,Liga Profesional Argentina 2019,Jornada 17,17,01 Feb 19,01,Feb,19,Gimnasia La Plata,3,Tigre,1,3-1
1039,Liga Profesional Argentina 2019,Jornada 17,17,04 Feb 19,04,Feb,19,Vélez Sarsfield,1,River Plate,2,1-2
1040,Liga Profesional Argentina 2019,Jornada 17,17,04 Feb 19,04,Feb,19,Patronato,3,Atl.Tucumán,0,3-0
1041,Liga Profesional Argentina 2019,Jornada 17,17,02 Feb 19,02,Feb,19,Talleres Córdoba,3,Banfield,1,3-1
1042,Liga Profesional Argentina 2019,Jornada 17,17,02 Feb 19,02,Feb,19,San Lorenzo,0,Independiente,0,0-0
1043,Liga Profesional Argentina 2019,Jornada 17,17,03 Feb 19,03,Feb,19,Racing Club,3,CA Huracán,1,3-1
1044,Liga Profesional Argentina 2019,Jornada 17,17,02 Feb 19,02,Feb,19,Lanús,1,Colón,0,1-0
1045,Liga Profesional Argentina 2019,Jornada 17,17,03 Feb 19,03,Feb,19,Rosario Central,0,Aldosivi,0,0-0
1046,Liga Profesional Argentina 2019,Jornada 17,17,02 Feb 19,02,Feb,19,San Martín Tucumán,1,Defensa y Justicia,2,1-2
1047,Liga Profesional Argentina 2019,Jornada 17,17,05 Feb 19,05,Feb,19,San Martín San Juan,3,Estudiantes La Plata,0,3-0
1048,Liga Profesional Argentina 2019,Jornada 17,17,03 Feb 19,03,Feb,19,Unión Santa Fe,0,Newell's Old Boys,0,0-0
1049,Liga Profesional Argentina 2019,Jornada 18,18,10 Feb 19,10,Feb,19,River Plate,2,Racing Club,0,2-0
1050,Liga Profesional Argentina 2019,Jornada 18,18,12 Feb 19,12,Feb,19,Aldosivi,1,San Martín San Juan,0,1-0
1051,Liga Profesional Argentina 2019,Jornada 18,18,09 Feb 19,09,Feb,19,Estudiantes La Plata,1,Patronato,0,1-0
1052,Liga Profesional Argentina 2019,Jornada 18,18,11 Feb 19,11,Feb,19,Defensa y Justicia,2,Argentinos Juniors,1,2-1
1053,Liga Profesional Argentina 2019,Jornada 18,18,24 Mar 19,24,Mar,19,Colón,1,San Lorenzo,1,1-1
1054,Liga Profesional Argentina 2019,Jornada 18,18,11 Feb 19,11,Feb,19,Belgrano,1,Boca Juniors,1,1-1
1055,Liga Profesional Argentina 2019,Jornada 18,18,09 Feb 19,09,Feb,19,CA Huracán,1,Vélez Sarsfield,1,1-1
1056,Liga Profesional Argentina 2019,Jornada 18,18,09 Feb 19,09,Feb,19,Independiente,2,Unión Santa Fe,1,2-1
1057,Liga Profesional Argentina 2019,Jornada 18,18,09 Feb 19,09,Feb,19,Lanús,2,Gimnasia La Plata,0,2-0
1058,Liga Profesional Argentina 2019,Jornada 18,18,08 Feb 19,08,Feb,19,Tigre,4,Banfield,4,4-4
1059,Liga Profesional Argentina 2019,Jornada 18,18,09 Feb 19,09,Feb,19,Atl.Tucumán,0,Talleres Córdoba,0,0-0
1060,Liga Profesional Argentina 2019,Jornada 18,18,10 Feb 19,10,Feb,19,Godoy Cruz,3,San Martín Tucumán,2,3-2
1061,Liga Profesional Argentina 2019,Jornada 18,18,10 Feb 19,10,Feb,19,Newell's Old Boys,0,Rosario Central,0,0-0
1062,Liga Profesional Argentina 2019,Jornada 19,19,17 Feb 19,17,Feb,19,Boca Juniors,2,Lanús,1,2-1
1063,Liga Profesional Argentina 2019,Jornada 19,19,18 Feb 19,18,Feb,19,Argentinos Juniors,2,Estudiantes La Plata,1,2-1
1064,Liga Profesional Argentina 2019,Jornada 19,19,16 Feb 19,16,Feb,19,Gimnasia La Plata,0,Defensa y Justicia,1,0-1
1065,Liga Profesional Argentina 2019,Jornada 19,19,15 Feb 19,15,Feb,19,Vélez Sarsfield,1,Colón,1,1-1
1066,Liga Profesional Argentina 2019,Jornada 19,19,16 Feb 19,16,Feb,19,Patronato,0,Aldosivi,0,0-0
1067,Liga Profesional Argentina 2019,Jornada 19,19,17 Feb 19,17,Feb,19,Talleres Córdoba,0,CA Huracán,0,0-0
1068,Liga Profesional Argentina 2019,Jornada 19,19,16 Feb 19,16,Feb,19,San Lorenzo,1,Newell's Old Boys,1,1-1
1069,Liga Profesional Argentina 2019,Jornada 19,19,19 Feb 19,19,Feb,19,Racing Club,3,Godoy Cruz,0,3-0
1070,Liga Profesional Argentina 2019,Jornada 19,19,18 Feb 19,18,Feb,19,Banfield,1,River Plate,1,1-1
1071,Liga Profesional Argentina 2019,Jornada 19,19,17 Feb 19,17,Feb,19,Rosario Central,0,Tigre,2,0-2
1072,Liga Profesional Argentina 2019,Jornada 19,19,16 Feb 19,16,Feb,19,San Martín Tucumán,0,Belgrano,0,0-0
1073,Liga Profesional Argentina 2019,Jornada 19,19,17 Feb 19,17,Feb,19,San Martín San Juan,1,Independiente,1,1-1
1074,Liga Profesional Argentina 2019,Jornada 19,19,15 Feb 19,15,Feb,19,Unión Santa Fe,3,Atl.Tucumán,0,3-0
1075,Liga Profesional Argentina 2019,Jornada 20,20,24 Feb 19,24,Feb,19,River Plate,2,San Martín Tucumán,1,2-1
1076,Liga Profesional Argentina 2019,Jornada 20,20,25 Feb 19,25,Feb,19,Aldosivi,0,Gimnasia La Plata,0,0-0
1077,Liga Profesional Argentina 2019,Jornada 20,20,24 Feb 19,24,Feb,19,Estudiantes La Plata,0,Talleres Córdoba,1,0-1
1078,Liga Profesional Argentina 2019,Jornada 20,20,25 Feb 19,25,Feb,19,Defensa y Justicia,0,Boca Juniors,1,0-1
1079,Liga Profesional Argentina 2019,Jornada 20,20,23 Feb 19,23,Feb,19,Colón,0,Banfield,1,0-1
1080,Liga Profesional Argentina 2019,Jornada 20,20,23 Feb 19,23,Feb,19,Belgrano,0,San Lorenzo,0,0-0
1081,Liga Profesional Argentina 2019,Jornada 20,20,23 Feb 19,23,Feb,19,CA Huracán,1,Unión Santa Fe,3,1-3
1082,Liga Profesional Argentina 2019,Jornada 20,20,24 Feb 19,24,Feb,19,Independiente,1,Racing Club,3,1-3
1083,Liga Profesional Argentina 2019,Jornada 20,20,23 Feb 19,23,Feb,19,Lanús,2,Rosario Central,0,2-0
1084,Liga Profesional Argentina 2019,Jornada 20,20,22 Feb 19,22,Feb,19,Tigre,2,Patronato,1,2-1
1085,Liga Profesional Argentina 2019,Jornada 20,20,24 Feb 19,24,Feb,19,Atl.Tucumán,0,Argentinos Juniors,0,0-0
1086,Liga Profesional Argentina 2019,Jornada 20,20,23 Feb 19,23,Feb,19,Godoy Cruz,0,Vélez Sarsfield,2,0-2
1087,Liga Profesional Argentina 2019,Jornada 20,20,26 Feb 19,26,Feb,19,Newell's Old Boys,3,San Martín San Juan,0,3-0
1088,Liga Profesional Argentina 2019,Jornada 21,21,03 Mar 19,03,Mar,19,River Plate,4,Newell's Old Boys,2,4-2
1089,Liga Profesional Argentina 2019,Jornada 21,21,05 Mar 19,05,Mar,19,Aldosivi,0,Defensa y Justicia,1,0-1
1090,Liga Profesional Argentina 2019,Jornada 21,21,04 Mar 19,04,Mar,19,Gimnasia La Plata,1,Independiente,0,1-0
1091,Liga Profesional Argentina 2019,Jornada 21,21,04 Mar 19,04,Mar,19,Vélez Sarsfield,1,Tigre,2,1-2
1092,Liga Profesional Argentina 2019,Jornada 21,21,03 Mar 19,03,Mar,19,Patronato,1,CA Huracán,0,1-0
1093,Liga Profesional Argentina 2019,Jornada 21,21,03 Mar 19,03,Mar,19,Talleres Córdoba,2,Colón,0,2-0
1094,Liga Profesional Argentina 2019,Jornada 21,21,01 Mar 19,01,Mar,19,San Lorenzo,2,Argentinos Juniors,3,2-3
1095,Liga Profesional Argentina 2019,Jornada 21,21,03 Mar 19,03,Mar,19,Racing Club,1,Estudiantes La Plata,0,1-0
1096,Liga Profesional Argentina 2019,Jornada 21,21,04 Mar 19,04,Mar,19,Banfield,1,Atl.Tucumán,2,1-2
1097,Liga Profesional Argentina 2019,Jornada 21,21,02 Mar 19,02,Mar,19,Rosario Central,0,Belgrano,0,0-0
1098,Liga Profesional Argentina 2019,Jornada 21,21,02 Mar 19,02,Mar,19,San Martín Tucumán,1,Lanús,2,1-2
